framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
pytorch,123,24,23,1,0,4384,train/fear/15_image0035408.jpg
pytorch,123,24,23,1,1,1559,train/contempt/10_image0038891.jpg
pytorch,123,24,23,1,2,7196,train/neutral/15_ffhq_746.png
pytorch,123,24,23,1,3,358,train/anger/10_image0027253.jpg
pytorch,123,24,23,1,4,7187,train/neutral/15_ffhq_695.png
pytorch,123,24,23,1,5,10237,train/surprise/5_image0034635.jpg
pytorch,123,24,23,1,6,9281,train/surprise/10_image0032492.jpg
pytorch,123,24,23,1,7,385,train/anger/10_image0028194.jpg
pytorch,123,24,23,1,8,6741,train/neutral/10_ffhq_5605.png
pytorch,123,24,23,1,9,6795,train/neutral/10_image0022384.jpg
pytorch,123,24,23,1,10,853,train/anger/5_image0001015.jpg
pytorch,123,24,23,1,11,5229,train/happy/10_ffhq_2656.png
pytorch,123,24,23,1,12,6638,train/neutral/10_ffhq_4400.png
pytorch,123,24,23,1,13,9736,train/surprise/15_image0032885.jpg
pytorch,123,24,23,1,14,9077,train/surprise/10_image0014967.jpg
pytorch,123,24,23,1,15,8196,train/sad/15_image0016020.jpg
pytorch,123,24,23,1,16,3147,train/disgust/15_image0036345.jpg
pytorch,123,24,23,1,17,841,train/anger/15_image0030706.jpg
pytorch,123,24,23,1,18,8041,train/sad/10_image0029199.jpg
pytorch,123,24,23,1,19,3805,train/fear/10_image0018588.jpg
pytorch,123,24,23,1,20,9044,train/surprise/10_image0009117.jpg
pytorch,123,24,23,1,21,6377,train/neutral/10_ffhq_1121.png
pytorch,123,24,23,1,22,5243,train/happy/10_ffhq_2760.png
pytorch,123,24,23,1,23,1986,train/contempt/15_image0039215.jpg
pytorch,123,24,23,1,24,6849,train/neutral/15_ffhq_1613.png
pytorch,123,24,23,1,25,5130,train/happy/10_ffhq_1679.png
pytorch,123,24,23,1,26,8155,train/sad/15_image0012273.jpg
pytorch,123,24,23,1,27,2210,train/contempt/5_image0026761.jpg
pytorch,123,24,23,1,28,8062,train/sad/10_image0029833.jpg
pytorch,123,24,23,1,29,6015,train/happy/5_ffhq_1702.png
pytorch,123,24,23,1,30,4100,train/fear/10_image0038856.jpg
pytorch,123,24,23,1,31,5371,train/happy/10_ffhq_424.png
pytorch,123,24,23,2,0,6667,train/neutral/10_ffhq_4791.png
pytorch,123,24,23,2,1,8507,train/sad/15_image0030045.jpg
pytorch,123,24,23,2,2,508,train/anger/15_image0012248.jpg
pytorch,123,24,23,2,3,3915,train/fear/10_image0033450.jpg
pytorch,123,24,23,2,4,8943,train/sad/5_image0030116.jpg
pytorch,123,24,23,2,5,7298,train/neutral/5_ffhq_162.png
pytorch,123,24,23,2,6,2193,train/contempt/5_image0021568.jpg
pytorch,123,24,23,2,7,3733,train/disgust/5_image0041804.jpg
pytorch,123,24,23,2,8,4383,train/fear/15_image0035406.jpg
pytorch,123,24,23,2,9,2476,train/contempt/5_image0041116.jpg
pytorch,123,24,23,2,10,2939,train/disgust/10_image0041706.jpg
pytorch,123,24,23,2,11,136,train/anger/10_image0016337.jpg
pytorch,123,24,23,2,12,8582,train/sad/5_image0006423.jpg
pytorch,123,24,23,2,13,3781,train/fear/10_image0002748.jpg
pytorch,123,24,23,2,14,8951,train/sad/5_image0030359.jpg
pytorch,123,24,23,2,15,4330,train/fear/15_image0033042.jpg
pytorch,123,24,23,2,16,6276,train/happy/5_ffhq_4422.png
pytorch,123,24,23,2,17,5298,train/happy/10_ffhq_3314.png
pytorch,123,24,23,2,18,9159,train/surprise/10_image0023395.jpg
pytorch,123,24,23,2,19,6613,train/neutral/10_ffhq_4124.png
pytorch,123,24,23,2,20,9707,train/surprise/15_image0031918.jpg
pytorch,123,24,23,2,21,2075,train/contempt/15_image0041569.jpg
pytorch,123,24,23,2,22,4534,train/fear/15_image0039514.jpg
pytorch,123,24,23,2,23,1315,train/contempt/10_image0014228.jpg
pytorch,123,24,23,2,24,8519,train/sad/15_image0030336.jpg
pytorch,123,24,23,2,25,6615,train/neutral/10_ffhq_413.png
pytorch,123,24,23,2,26,2502,train/contempt/5_image0041622.jpg
pytorch,123,24,23,2,27,5117,train/happy/10_ffhq_1479.png
pytorch,123,24,23,2,28,2848,train/disgust/10_image0039086.jpg
pytorch,123,24,23,2,29,5739,train/happy/15_ffhq_3426.png
pytorch,123,24,23,2,30,6876,train/neutral/15_ffhq_1860.png
pytorch,123,24,23,2,31,6029,train/happy/5_ffhq_1899.png
pytorch,123,24,23,3,0,2301,train/contempt/5_image0035071.jpg
pytorch,123,24,23,3,1,1620,train/contempt/10_image0041049.jpg
pytorch,123,24,23,3,2,337,train/anger/10_image0026372.jpg
pytorch,123,24,23,3,3,7666,train/neutral/5_ffhq_917.png
pytorch,123,24,23,3,4,9308,train/surprise/10_image0033333.jpg
pytorch,123,24,23,3,5,3752,train/disgust/5_image0042042.jpg
pytorch,123,24,23,3,6,2185,train/contempt/5_image0020400.jpg
pytorch,123,24,23,3,7,6898,train/neutral/15_ffhq_2036.png
pytorch,123,24,23,3,8,259,train/anger/10_image0022500.jpg
pytorch,123,24,23,3,9,6574,train/neutral/10_ffhq_2980.png
pytorch,123,24,23,3,10,905,train/anger/5_image0008605.jpg
pytorch,123,24,23,3,11,7795,train/sad/10_image0015261.jpg
pytorch,123,24,23,3,12,807,train/anger/15_image0029088.jpg
pytorch,123,24,23,3,13,3458,train/disgust/5_image0031625.jpg
pytorch,123,24,23,3,14,8592,train/sad/5_image0007561.jpg
pytorch,123,24,23,3,15,5890,train/happy/15_ffhq_4970.png
pytorch,123,24,23,3,16,9319,train/surprise/10_image0033698.jpg
pytorch,123,24,23,3,17,8147,train/sad/15_image0011063.jpg
pytorch,123,24,23,3,18,7177,train/neutral/15_ffhq_620.png
pytorch,123,24,23,3,19,5689,train/happy/15_ffhq_2850.png
pytorch,123,24,23,3,20,2573,train/disgust/10_image0011333.jpg
pytorch,123,24,23,3,21,464,train/anger/15_image0004298.jpg
pytorch,123,24,23,3,22,8667,train/sad/5_image0016233.jpg
pytorch,123,24,23,3,23,2194,train/contempt/5_image0021687.jpg
pytorch,123,24,23,3,24,3838,train/fear/10_image0025876.jpg
pytorch,123,24,23,3,25,6657,train/neutral/10_ffhq_4681.png
pytorch,123,24,23,3,26,6389,train/neutral/10_ffhq_121.png
pytorch,123,24,23,3,27,3153,train/disgust/15_image0036458.jpg
pytorch,123,24,23,3,28,8727,train/sad/5_image0019563.jpg
pytorch,123,24,23,3,29,8242,train/sad/15_image0018498.jpg
pytorch,123,24,23,3,30,1589,train/contempt/10_image0040038.jpg
pytorch,123,24,23,3,31,10092,train/surprise/5_image0029187.jpg
