framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
pytorch,2026,21,20,1,0,8055,train/sad/10_image0029580.jpg
pytorch,2026,21,20,1,1,3267,train/disgust/15_image0040129.jpg
pytorch,2026,21,20,1,2,8582,train/sad/5_image0006423.jpg
pytorch,2026,21,20,1,3,2376,train/contempt/5_image0037749.jpg
pytorch,2026,21,20,1,4,4598,train/fear/15_image0040838.jpg
pytorch,2026,21,20,1,5,7575,train/neutral/5_ffhq_4968.png
pytorch,2026,21,20,1,6,1635,train/contempt/10_image0041283.jpg
pytorch,2026,21,20,1,7,1207,train/anger/5_image0028116.jpg
pytorch,2026,21,20,1,8,6431,train/neutral/10_ffhq_1699.png
pytorch,2026,21,20,1,9,9279,train/surprise/10_image0032443.jpg
pytorch,2026,21,20,1,10,1807,train/contempt/15_image0031849.jpg
pytorch,2026,21,20,1,11,7432,train/neutral/5_ffhq_2941.png
pytorch,2026,21,20,1,12,9333,train/surprise/10_image0034200.jpg
pytorch,2026,21,20,1,13,6321,train/happy/5_ffhq_4982.png
pytorch,2026,21,20,1,14,6884,train/neutral/15_ffhq_1935.png
pytorch,2026,21,20,1,15,5836,train/happy/15_ffhq_4417.png
pytorch,2026,21,20,1,16,5601,train/happy/15_ffhq_1916.png
pytorch,2026,21,20,1,17,5927,train/happy/15_ffhq_863.png
pytorch,2026,21,20,1,18,5690,train/happy/15_ffhq_2872.png
pytorch,2026,21,20,1,19,9440,train/surprise/15_image0003491.jpg
pytorch,2026,21,20,1,20,10090,train/surprise/5_image0029052.jpg
pytorch,2026,21,20,1,21,1658,train/contempt/10_image0041784.jpg
pytorch,2026,21,20,1,22,4582,train/fear/15_image0040536.jpg
pytorch,2026,21,20,1,23,2452,train/contempt/5_image0040225.jpg
pytorch,2026,21,20,1,24,7539,train/neutral/5_ffhq_4555.png
pytorch,2026,21,20,1,25,10112,train/surprise/5_image0030800.jpg
pytorch,2026,21,20,1,26,3875,train/fear/10_image0031343.jpg
pytorch,2026,21,20,1,27,4605,train/fear/15_image0040938.jpg
pytorch,2026,21,20,1,28,2318,train/contempt/5_image0035543.jpg
pytorch,2026,21,20,1,29,401,train/anger/10_image0029188.jpg
pytorch,2026,21,20,1,30,3840,train/fear/10_image0026329.jpg
pytorch,2026,21,20,1,31,6585,train/neutral/10_ffhq_356.png
pytorch,2026,21,20,2,0,10020,train/surprise/5_image0023497.jpg
pytorch,2026,21,20,2,1,4705,train/fear/5_image0028288.jpg
pytorch,2026,21,20,2,2,3319,train/disgust/15_image0041432.jpg
pytorch,2026,21,20,2,3,9143,train/surprise/10_image0021733.jpg
pytorch,2026,21,20,2,4,6961,train/neutral/15_ffhq_27.png
pytorch,2026,21,20,2,5,7808,train/sad/10_image0016639.jpg
pytorch,2026,21,20,2,6,3264,train/disgust/15_image0040011.jpg
pytorch,2026,21,20,2,7,7574,train/neutral/5_ffhq_4955.png
pytorch,2026,21,20,2,8,7628,train/neutral/5_ffhq_5590.png
pytorch,2026,21,20,2,9,626,train/anger/15_image0021004.jpg
pytorch,2026,21,20,2,10,3623,train/disgust/5_image0038561.jpg
pytorch,2026,21,20,2,11,4698,train/fear/5_image0026595.jpg
pytorch,2026,21,20,2,12,8071,train/sad/10_image0030161.jpg
pytorch,2026,21,20,2,13,5643,train/happy/15_ffhq_2346.png
pytorch,2026,21,20,2,14,5767,train/happy/15_ffhq_371.png
pytorch,2026,21,20,2,15,7210,train/neutral/15_ffhq_863.png
pytorch,2026,21,20,2,16,8514,train/sad/15_image0030232.jpg
pytorch,2026,21,20,2,17,7599,train/neutral/5_ffhq_5248.png
pytorch,2026,21,20,2,18,2409,train/contempt/5_image0038815.jpg
pytorch,2026,21,20,2,19,6471,train/neutral/10_ffhq_2130.png
pytorch,2026,21,20,2,20,3468,train/disgust/5_image0032209.jpg
pytorch,2026,21,20,2,21,8989,train/surprise/10_ffhq_5.png
