framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
keras,2026,9,8,1,0,644,train/anger/15_image0021846.jpg
keras,2026,9,8,1,1,4896,train/fear/5_image0037057.jpg
keras,2026,9,8,1,2,5873,train/happy/15_ffhq_4780.png
keras,2026,9,8,1,3,7981,train/sad/10_image0027085.jpg
keras,2026,9,8,1,4,3272,train/disgust/15_image0040367.jpg
keras,2026,9,8,1,5,782,train/anger/15_image0027974.jpg
keras,2026,9,8,1,6,4144,train/fear/10_image0040073.jpg
keras,2026,9,8,1,7,9864,train/surprise/5_ffhq_53.png
keras,2026,9,8,1,8,7685,train/sad/10_image0001030.jpg
keras,2026,9,8,1,9,1707,train/contempt/15_image0001151.jpg
keras,2026,9,8,1,10,271,train/anger/10_image0022817.jpg
keras,2026,9,8,1,11,8997,train/surprise/10_ffhq_606.png
keras,2026,9,8,1,12,8200,train/sad/15_image0016215.jpg
keras,2026,9,8,1,13,2936,train/disgust/10_image0041668.jpg
keras,2026,9,8,1,14,10123,train/surprise/5_image0031011.jpg
keras,2026,9,8,1,15,8766,train/sad/5_image0022458.jpg
keras,2026,9,8,1,16,3741,train/disgust/5_image0041892.jpg
keras,2026,9,8,1,17,8672,train/sad/5_image0016404.jpg
keras,2026,9,8,1,18,8849,train/sad/5_image0026865.jpg
keras,2026,9,8,1,19,8224,train/sad/15_image0017637.jpg
keras,2026,9,8,1,20,458,train/anger/15_image0003046.jpg
keras,2026,9,8,1,21,7732,train/sad/10_image0007561.jpg
keras,2026,9,8,1,22,35,train/anger/10_image0005102.jpg
keras,2026,9,8,1,23,5691,train/happy/15_ffhq_2916.png
keras,2026,9,8,1,24,3574,train/disgust/5_image0037092.jpg
keras,2026,9,8,1,25,8575,train/sad/5_image0005941.jpg
keras,2026,9,8,1,26,6273,train/happy/5_ffhq_4387.png
keras,2026,9,8,1,27,7285,train/neutral/5_ffhq_1520.png
keras,2026,9,8,1,28,7408,train/neutral/5_ffhq_2724.png
keras,2026,9,8,1,29,4887,train/fear/5_image0036881.jpg
keras,2026,9,8,1,30,7136,train/neutral/15_ffhq_5140.png
keras,2026,9,8,1,31,8898,train/sad/5_image0028493.jpg
keras,2026,9,8,2,0,4003,train/fear/10_image0036340.jpg
keras,2026,9,8,2,1,4347,train/fear/15_image0033706.jpg
keras,2026,9,8,2,2,2026,train/contempt/15_image0040476.jpg
keras,2026,9,8,2,3,6101,train/happy/5_ffhq_2690.png
keras,2026,9,8,2,4,7313,train/neutral/5_ffhq_178.png
keras,2026,9,8,2,5,10087,train/surprise/5_image0028921.jpg
keras,2026,9,8,2,6,1655,train/contempt/10_image0041751.jpg
keras,2026,9,8,2,7,4635,train/fear/5_image0012818.jpg
keras,2026,9,8,2,8,5265,train/happy/10_ffhq_300.png
keras,2026,9,8,2,9,6522,train/neutral/10_ffhq_2611.png
keras,2026,9,8,2,10,7750,train/sad/10_image0010653.jpg
keras,2026,9,8,2,11,6376,train/neutral/10_ffhq_1118.png
keras,2026,9,8,2,12,6127,train/happy/5_ffhq_2962.png
keras,2026,9,8,2,13,464,train/anger/15_image0004298.jpg
keras,2026,9,8,2,14,7599,train/neutral/5_ffhq_5248.png
keras,2026,9,8,2,15,6156,train/happy/5_ffhq_3162.png
keras,2026,9,8,2,16,2055,train/contempt/15_image0041235.jpg
keras,2026,9,8,2,17,7891,train/sad/10_image0022094.jpg
keras,2026,9,8,2,18,3241,train/disgust/15_image0039214.jpg
keras,2026,9,8,2,19,3119,train/disgust/15_image0035461.jpg
keras,2026,9,8,2,20,702,train/anger/15_image0024402.jpg
keras,2026,9,8,2,21,2973,train/disgust/10_image0042312.jpg
keras,2026,9,8,2,22,9211,train/surprise/10_image0027982.jpg
keras,2026,9,8,2,23,4580,train/fear/15_image0040527.jpg
keras,2026,9,8,2,24,10212,train/surprise/5_image0033873.jpg
keras,2026,9,8,2,25,6961,train/neutral/15_ffhq_27.png
