framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
pytorch,2026,6,5,1,0,5902,train/happy/15_ffhq_606.png
pytorch,2026,6,5,1,1,9904,train/surprise/5_image0007586.jpg
pytorch,2026,6,5,1,2,565,train/anger/15_image0018236.jpg
pytorch,2026,6,5,1,3,2016,train/contempt/15_image0040102.jpg
pytorch,2026,6,5,1,4,1579,train/contempt/10_image0039557.jpg
pytorch,2026,6,5,1,5,6897,train/neutral/15_ffhq_2027.png
pytorch,2026,6,5,1,6,8166,train/sad/15_image0012793.jpg
pytorch,2026,6,5,1,7,6814,train/neutral/15_ffhq_1184.png
pytorch,2026,6,5,1,8,8413,train/sad/15_image0027479.jpg
pytorch,2026,6,5,1,9,7866,train/sad/10_image0020599.jpg
pytorch,2026,6,5,1,10,1907,train/contempt/15_image0036563.jpg
pytorch,2026,6,5,1,11,6874,train/neutral/15_ffhq_1823.png
pytorch,2026,6,5,1,12,8248,train/sad/15_image0018992.jpg
pytorch,2026,6,5,1,13,2261,train/contempt/5_image0032548.jpg
pytorch,2026,6,5,1,14,5894,train/happy/15_ffhq_532.png
pytorch,2026,6,5,1,15,9340,train/surprise/10_image0034407.jpg
pytorch,2026,6,5,1,16,10031,train/surprise/5_image0025012.jpg
pytorch,2026,6,5,1,17,5966,train/happy/5_ffhq_1131.png
pytorch,2026,6,5,1,18,1491,train/contempt/10_image0036478.jpg
pytorch,2026,6,5,1,19,8965,train/surprise/10_ffhq_230.png
pytorch,2026,6,5,1,20,3184,train/disgust/15_image0037383.jpg
pytorch,2026,6,5,1,21,1997,train/contempt/15_image0039553.jpg
pytorch,2026,6,5,1,22,1432,train/contempt/10_image0033582.jpg
pytorch,2026,6,5,1,23,2125,train/contempt/15_image0042422.jpg
pytorch,2026,6,5,1,24,7545,train/neutral/5_ffhq_4632.png
pytorch,2026,6,5,1,25,7351,train/neutral/5_ffhq_2122.png
pytorch,2026,6,5,1,26,2739,train/disgust/10_image0035704.jpg
pytorch,2026,6,5,1,27,9809,train/surprise/15_image0034656.jpg
pytorch,2026,6,5,1,28,9764,train/surprise/15_image0033430.jpg
pytorch,2026,6,5,1,29,2091,train/contempt/15_image0041854.jpg
pytorch,2026,6,5,1,30,4153,train/fear/10_image0040264.jpg
pytorch,2026,6,5,1,31,1851,train/contempt/15_image0034520.jpg
pytorch,2026,6,5,2,0,3652,train/disgust/5_image0039551.jpg
pytorch,2026,6,5,2,1,830,train/anger/15_image0030417.jpg
pytorch,2026,6,5,2,2,9524,train/surprise/15_image0018975.jpg
pytorch,2026,6,5,2,3,2179,train/contempt/5_image0018539.jpg
pytorch,2026,6,5,2,4,7563,train/neutral/5_ffhq_4804.png
pytorch,2026,6,5,2,5,7664,train/neutral/5_ffhq_880.png
pytorch,2026,6,5,2,6,4475,train/fear/15_image0037977.jpg
pytorch,2026,6,5,2,7,6254,train/happy/5_ffhq_4200.png
pytorch,2026,6,5,2,8,5753,train/happy/15_ffhq_3584.png
pytorch,2026,6,5,2,9,855,train/anger/5_image0001375.jpg
pytorch,2026,6,5,2,10,7719,train/sad/10_image0005650.jpg
pytorch,2026,6,5,2,11,7707,train/sad/10_image0004052.jpg
pytorch,2026,6,5,2,12,2907,train/disgust/10_image0041079.jpg
pytorch,2026,6,5,2,13,3259,train/disgust/15_image0039898.jpg
pytorch,2026,6,5,2,14,9141,train/surprise/10_image0021585.jpg
pytorch,2026,6,5,2,15,7723,train/sad/10_image0006101.jpg
pytorch,2026,6,5,2,16,7787,train/sad/10_image0014287.jpg
pytorch,2026,6,5,2,17,9043,train/surprise/10_image0008953.jpg
pytorch,2026,6,5,2,18,6207,train/happy/5_ffhq_3650.png
pytorch,2026,6,5,2,19,143,train/anger/10_image0016900.jpg
pytorch,2026,6,5,2,20,9190,train/surprise/10_image0026189.jpg
pytorch,2026,6,5,2,21,4607,train/fear/5_image0000284.jpg
pytorch,2026,6,5,2,22,7775,train/sad/10_image0013656.jpg
pytorch,2026,6,5,2,23,5217,train/happy/10_ffhq_2516.png
pytorch,2026,6,5,2,24,1645,train/contempt/10_image0041505.jpg
pytorch,2026,6,5,2,25,715,train/anger/15_image0025079.jpg
pytorch,2026,6,5,2,26,2657,train/disgust/10_image0031225.jpg
pytorch,2026,6,5,2,27,9205,train/surprise/10_image0027586.jpg
pytorch,2026,6,5,2,28,1067,train/anger/5_image0022156.jpg
pytorch,2026,6,5,2,29,7048,train/neutral/15_ffhq_4113.png
pytorch,2026,6,5,2,30,6921,train/neutral/15_ffhq_2311.png
pytorch,2026,6,5,2,31,9696,train/surprise/15_image0031497.jpg
pytorch,2026,6,5,3,0,2817,train/disgust/10_image0038296.jpg
pytorch,2026,6,5,3,1,9835,train/surprise/5_ffhq_210.png
pytorch,2026,6,5,3,2,9969,train/surprise/5_image0018883.jpg
pytorch,2026,6,5,3,3,4256,train/fear/15_image0026106.jpg
pytorch,2026,6,5,3,4,6186,train/happy/5_ffhq_3428.png
pytorch,2026,6,5,3,5,2334,train/contempt/5_image0036230.jpg
pytorch,2026,6,5,3,6,8686,train/sad/5_image0017484.jpg
pytorch,2026,6,5,3,7,10245,train/surprise/5_image0034778.jpg
pytorch,2026,6,5,3,8,2000,train/contempt/15_image0039673.jpg
pytorch,2026,6,5,3,9,1245,train/anger/5_image0029904.jpg
pytorch,2026,6,5,3,10,6161,train/happy/5_ffhq_3211.png
pytorch,2026,6,5,3,11,1768,train/contempt/15_image0024569.jpg
pytorch,2026,6,5,3,12,7913,train/sad/10_image0023621.jpg
pytorch,2026,6,5,3,13,3679,train/disgust/5_image0040590.jpg
pytorch,2026,6,5,3,14,4805,train/fear/5_image0034837.jpg
pytorch,2026,6,5,3,15,2216,train/contempt/5_image0027708.jpg
pytorch,2026,6,5,3,16,4128,train/fear/10_image0039474.jpg
pytorch,2026,6,5,3,17,265,train/anger/10_image0022635.jpg
pytorch,2026,6,5,3,18,4556,train/fear/15_image0040018.jpg
pytorch,2026,6,5,3,19,9180,train/surprise/10_image0025461.jpg
pytorch,2026,6,5,3,20,9409,train/surprise/15_ffhq_532.png
pytorch,2026,6,5,3,21,5018,train/fear/5_image0040117.jpg
pytorch,2026,6,5,3,22,8169,train/sad/15_image0012950.jpg
pytorch,2026,6,5,3,23,6379,train/neutral/10_ffhq_115.png
pytorch,2026,6,5,3,24,9139,train/surprise/10_image0021473.jpg
pytorch,2026,6,5,3,25,683,train/anger/15_image0023765.jpg
pytorch,2026,6,5,3,26,10192,train/surprise/5_image0033302.jpg
pytorch,2026,6,5,3,27,6823,train/neutral/15_ffhq_1292.png
pytorch,2026,6,5,3,28,976,train/anger/5_image0016495.jpg
pytorch,2026,6,5,3,29,751,train/anger/15_image0026609.jpg
pytorch,2026,6,5,3,30,6472,train/neutral/10_ffhq_2141.png
pytorch,2026,6,5,3,31,3714,train/disgust/5_image0041489.jpg
