framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
keras,123,11,10,1,0,5519,train/happy/15_ffhq_1131.png
keras,123,11,10,1,1,3170,train/disgust/15_image0036913.jpg
keras,123,11,10,1,2,6748,train/neutral/10_ffhq_582.png
keras,123,11,10,1,3,9768,train/surprise/15_image0033530.jpg
keras,123,11,10,1,4,5879,train/happy/15_ffhq_4881.png
keras,123,11,10,1,5,7061,train/neutral/15_ffhq_4262.png
keras,123,11,10,1,6,3583,train/disgust/5_image0037271.jpg
keras,123,11,10,1,7,734,train/anger/15_image0025647.jpg
keras,123,11,10,1,8,2747,train/disgust/10_image0035897.jpg
keras,123,11,10,1,9,3036,train/disgust/15_image0023569.jpg
keras,123,11,10,1,10,7739,train/sad/10_image0008940.jpg
keras,123,11,10,1,11,4919,train/fear/5_image0037612.jpg
keras,123,11,10,1,12,568,train/anger/15_image0018424.jpg
keras,123,11,10,1,13,1545,train/contempt/10_image0038322.jpg
keras,123,11,10,1,14,8199,train/sad/15_image0016204.jpg
keras,123,11,10,1,15,8990,train/surprise/10_ffhq_510.png
keras,123,11,10,1,16,5806,train/happy/15_ffhq_4099.png
keras,123,11,10,1,17,4962,train/fear/5_image0038810.jpg
keras,123,11,10,1,18,9013,train/surprise/10_image0000822.jpg
keras,123,11,10,1,19,9212,train/surprise/10_image0027997.jpg
keras,123,11,10,1,20,1981,train/contempt/15_image0039018.jpg
keras,123,11,10,1,21,8282,train/sad/15_image0020774.jpg
keras,123,11,10,1,22,7527,train/neutral/5_ffhq_4411.png
keras,123,11,10,1,23,3706,train/disgust/5_image0041362.jpg
keras,123,11,10,1,24,5506,train/happy/15_ffhq_1006.png
keras,123,11,10,1,25,7561,train/neutral/5_ffhq_4795.png
keras,123,11,10,1,26,5211,train/happy/10_ffhq_2409.png
keras,123,11,10,1,27,4324,train/fear/15_image0032880.jpg
keras,123,11,10,1,28,7475,train/neutral/5_ffhq_3953.png
keras,123,11,10,1,29,7600,train/neutral/5_ffhq_5250.png
keras,123,11,10,1,30,5753,train/happy/15_ffhq_3584.png
keras,123,11,10,1,31,1982,train/contempt/15_image0039106.jpg
keras,123,11,10,2,0,9657,train/surprise/15_image0030671.jpg
keras,123,11,10,2,1,6537,train/neutral/10_ffhq_2745.png
keras,123,11,10,2,2,5244,train/happy/10_ffhq_277.png
keras,123,11,10,2,3,7107,train/neutral/15_ffhq_482.png
keras,123,11,10,2,4,4886,train/fear/5_image0036797.jpg
keras,123,11,10,2,5,9108,train/surprise/10_image0019113.jpg
keras,123,11,10,2,6,9466,train/surprise/15_image0008455.jpg
keras,123,11,10,2,7,8300,train/sad/15_image0021899.jpg
keras,123,11,10,2,8,2435,train/contempt/5_image0039580.jpg
keras,123,11,10,2,9,381,train/anger/10_image0028071.jpg
keras,123,11,10,2,10,2009,train/contempt/15_image0039805.jpg
keras,123,11,10,2,11,1034,train/anger/5_image0020386.jpg
keras,123,11,10,2,12,995,train/anger/5_image0018233.jpg
keras,123,11,10,2,13,8687,train/sad/5_image0017549.jpg
keras,123,11,10,2,14,208,train/anger/10_image0020066.jpg
keras,123,11,10,2,15,5031,train/fear/5_image0040345.jpg
keras,123,11,10,2,16,7868,train/sad/10_image0020944.jpg
keras,123,11,10,2,17,7086,train/neutral/15_ffhq_4533.png
keras,123,11,10,2,18,9656,train/surprise/15_image0030653.jpg
