framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
keras,42,6,5,1,0,3401,train/disgust/5_image0016638.jpg
keras,42,6,5,1,1,1204,train/anger/5_image0027957.jpg
keras,42,6,5,1,2,477,train/anger/15_image0006503.jpg
keras,42,6,5,1,3,5763,train/happy/15_ffhq_3677.png
keras,42,6,5,1,4,8352,train/sad/15_image0024805.jpg
keras,42,6,5,1,5,4350,train/fear/15_image0033893.jpg
keras,42,6,5,1,6,8579,train/sad/5_image0006252.jpg
keras,42,6,5,1,7,8437,train/sad/15_image0028087.jpg
keras,42,6,5,1,8,5671,train/happy/15_ffhq_2663.png
keras,42,6,5,1,9,10068,train/surprise/5_image0027950.jpg
keras,42,6,5,1,10,2311,train/contempt/5_image0035376.jpg
keras,42,6,5,1,11,5949,train/happy/5_ffhq_102.png
keras,42,6,5,1,12,2244,train/contempt/5_image0031798.jpg
keras,42,6,5,1,13,8462,train/sad/15_image0028695.jpg
keras,42,6,5,1,14,9247,train/surprise/10_image0030936.jpg
keras,42,6,5,1,15,6895,train/neutral/15_ffhq_2011.png
keras,42,6,5,1,16,7616,train/neutral/5_ffhq_5426.png
keras,42,6,5,1,17,5679,train/happy/15_ffhq_272.png
keras,42,6,5,1,18,6109,train/happy/5_ffhq_2786.png
keras,42,6,5,1,19,5028,train/fear/5_image0040312.jpg
keras,42,6,5,1,20,9494,train/surprise/15_image0013778.jpg
keras,42,6,5,1,21,6020,train/happy/5_ffhq_176.png
keras,42,6,5,1,22,8305,train/sad/15_image0022185.jpg
keras,42,6,5,1,23,7351,train/neutral/5_ffhq_2122.png
keras,42,6,5,1,24,6583,train/neutral/10_ffhq_332.png
keras,42,6,5,1,25,779,train/anger/15_image0027734.jpg
keras,42,6,5,1,26,4157,train/fear/10_image0040394.jpg
keras,42,6,5,1,27,10223,train/surprise/5_image0034242.jpg
keras,42,6,5,1,28,8443,train/sad/15_image0028190.jpg
keras,42,6,5,1,29,6488,train/neutral/10_ffhq_2298.png
keras,42,6,5,1,30,548,train/anger/15_image0016378.jpg
keras,42,6,5,1,31,6101,train/happy/5_ffhq_2690.png
keras,42,6,5,2,0,6586,train/neutral/10_ffhq_3739.png
keras,42,6,5,2,1,9661,train/surprise/15_image0030800.jpg
keras,42,6,5,2,2,10244,train/surprise/5_image0034772.jpg
keras,42,6,5,2,3,1480,train/contempt/10_image0036144.jpg
keras,42,6,5,2,4,3934,train/fear/10_image0034236.jpg
keras,42,6,5,2,5,394,train/anger/10_image0028678.jpg
keras,42,6,5,2,6,2131,train/contempt/15_image0042551.jpg
keras,42,6,5,2,7,1726,train/contempt/15_image0013113.jpg
keras,42,6,5,2,8,1106,train/anger/5_image0023764.jpg
keras,42,6,5,2,9,130,train/anger/10_image0015914.jpg
keras,42,6,5,2,10,3043,train/disgust/15_image0027113.jpg
keras,42,6,5,2,11,9893,train/surprise/5_image0004583.jpg
keras,42,6,5,2,12,6881,train/neutral/15_ffhq_1915.png
keras,42,6,5,2,13,4910,train/fear/5_image0037465.jpg
keras,42,6,5,2,14,8417,train/sad/15_image0027531.jpg
keras,42,6,5,2,15,4276,train/fear/15_image0029584.jpg
keras,42,6,5,2,16,6306,train/happy/5_ffhq_48.png
keras,42,6,5,2,17,4030,train/fear/10_image0036971.jpg
keras,42,6,5,2,18,9735,train/surprise/15_image0032877.jpg
keras,42,6,5,2,19,5647,train/happy/15_ffhq_2383.png
keras,42,6,5,2,20,8903,train/sad/5_image0028603.jpg
keras,42,6,5,2,21,3706,train/disgust/5_image0041362.jpg
keras,42,6,5,2,22,2068,train/contempt/15_image0041457.jpg
keras,42,6,5,2,23,5515,train/happy/15_ffhq_1090.png
keras,42,6,5,2,24,8713,train/sad/5_image0018655.jpg
keras,42,6,5,2,25,7089,train/neutral/15_ffhq_4554.png
keras,42,6,5,2,26,3491,train/disgust/5_image0034213.jpg
keras,42,6,5,2,27,3013,train/disgust/15_image0017513.jpg
keras,42,6,5,2,28,6487,train/neutral/10_ffhq_2296.png
keras,42,6,5,2,29,2881,train/disgust/10_image0039926.jpg
keras,42,6,5,2,30,840,train/anger/15_image0030688.jpg
keras,42,6,5,2,31,1661,train/contempt/10_image0041811.jpg
keras,42,6,5,3,0,1089,train/anger/5_image0023132.jpg
keras,42,6,5,3,1,10085,train/surprise/5_image0028801.jpg
keras,42,6,5,3,2,3740,train/disgust/5_image0041873.jpg
keras,42,6,5,3,3,7969,train/sad/10_image0026684.jpg
keras,42,6,5,3,4,5719,train/happy/15_ffhq_3288.png
keras,42,6,5,3,5,7498,train/neutral/5_ffhq_4195.png
keras,42,6,5,3,6,4844,train/fear/5_image0035678.jpg
keras,42,6,5,3,7,1220,train/anger/5_image0028597.jpg
keras,42,6,5,3,8,2159,train/contempt/5_image0011084.jpg
keras,42,6,5,3,9,9359,train/surprise/15_ffhq_147.png
keras,42,6,5,3,10,7526,train/neutral/5_ffhq_4375.png
keras,42,6,5,3,11,2272,train/contempt/5_image0033482.jpg
keras,42,6,5,3,12,4965,train/fear/5_image0038826.jpg
keras,42,6,5,3,13,742,train/anger/15_image0025852.jpg
keras,42,6,5,3,14,2468,train/contempt/5_image0040903.jpg
keras,42,6,5,3,15,10030,train/surprise/5_image0024887.jpg
keras,42,6,5,3,16,8701,train/sad/5_image0018219.jpg
keras,42,6,5,3,17,505,train/anger/15_image0011609.jpg
keras,42,6,5,3,18,4949,train/fear/5_image0038401.jpg
keras,42,6,5,3,19,9002,train/surprise/10_ffhq_637.png
keras,42,6,5,3,20,3685,train/disgust/5_image0040983.jpg
keras,42,6,5,3,21,3405,train/disgust/5_image0017578.jpg
keras,42,6,5,3,22,3421,train/disgust/5_image0023136.jpg
keras,42,6,5,3,23,5900,train/happy/15_ffhq_583.png
keras,42,6,5,3,24,279,train/anger/10_image0023068.jpg
keras,42,6,5,3,25,9940,train/surprise/5_image0015257.jpg
keras,42,6,5,3,26,4473,train/fear/15_image0037913.jpg
keras,42,6,5,3,27,6636,train/neutral/10_ffhq_4374.png
keras,42,6,5,3,28,278,train/anger/10_image0023006.jpg
keras,42,6,5,3,29,1627,train/contempt/10_image0041163.jpg
keras,42,6,5,3,30,5387,train/happy/10_ffhq_441.png
keras,42,6,5,3,31,6172,train/happy/5_ffhq_3301.png
