framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
pytorch,42,21,20,1,0,9278,train/surprise/10_image0032417.jpg
pytorch,42,21,20,1,1,852,train/anger/5_image0000972.jpg
pytorch,42,21,20,1,2,9664,train/surprise/15_image0030850.jpg
pytorch,42,21,20,1,3,8874,train/sad/5_image0027757.jpg
pytorch,42,21,20,1,4,1296,train/contempt/10_image0004625.jpg
pytorch,42,21,20,1,5,2042,train/contempt/15_image0040995.jpg
pytorch,42,21,20,1,6,5412,train/happy/10_ffhq_4690.png
pytorch,42,21,20,1,7,1592,train/contempt/10_image0040147.jpg
pytorch,42,21,20,1,8,5948,train/happy/5_ffhq_1016.png
pytorch,42,21,20,1,9,5601,train/happy/15_ffhq_1916.png
pytorch,42,21,20,1,10,1176,train/anger/5_image0027024.jpg
pytorch,42,21,20,1,11,9457,train/surprise/15_image0006520.jpg
pytorch,42,21,20,1,12,6367,train/neutral/10_ffhq_102.png
pytorch,42,21,20,1,13,3065,train/disgust/15_image0031809.jpg
pytorch,42,21,20,1,14,2541,train/contempt/5_image0042311.jpg
pytorch,42,21,20,1,15,2181,train/contempt/5_image0019061.jpg
pytorch,42,21,20,1,16,10186,train/surprise/5_image0033181.jpg
pytorch,42,21,20,1,17,4820,train/fear/5_image0035111.jpg
pytorch,42,21,20,1,18,1813,train/contempt/15_image0032256.jpg
pytorch,42,21,20,1,19,6878,train/neutral/15_ffhq_1876.png
pytorch,42,21,20,1,20,8799,train/sad/5_image0024232.jpg
pytorch,42,21,20,1,21,3693,train/disgust/5_image0041142.jpg
pytorch,42,21,20,1,22,1011,train/anger/5_image0019310.jpg
pytorch,42,21,20,1,23,489,train/anger/15_image0008685.jpg
pytorch,42,21,20,1,24,6745,train/neutral/10_ffhq_5650.png
pytorch,42,21,20,1,25,2245,train/contempt/5_image0031812.jpg
pytorch,42,21,20,1,26,6173,train/happy/5_ffhq_3317.png
pytorch,42,21,20,1,27,5612,train/happy/15_ffhq_2043.png
pytorch,42,21,20,1,28,8389,train/sad/15_image0026623.jpg
pytorch,42,21,20,1,29,9679,train/surprise/15_image0031257.jpg
pytorch,42,21,20,1,30,5469,train/happy/10_ffhq_698.png
pytorch,42,21,20,1,31,3792,train/fear/10_image0013830.jpg
pytorch,42,21,20,2,0,7057,train/neutral/15_ffhq_4222.png
pytorch,42,21,20,2,1,6926,train/neutral/15_ffhq_2355.png
pytorch,42,21,20,2,2,330,train/anger/10_image0026112.jpg
pytorch,42,21,20,2,3,1358,train/contempt/10_image0024780.jpg
pytorch,42,21,20,2,4,6123,train/happy/5_ffhq_2893.png
pytorch,42,21,20,2,5,6550,train/neutral/10_ffhq_2804.png
pytorch,42,21,20,2,6,6098,train/happy/5_ffhq_2660.png
pytorch,42,21,20,2,7,6112,train/happy/5_ffhq_2802.png
pytorch,42,21,20,2,8,9524,train/surprise/15_image0018975.jpg
pytorch,42,21,20,2,9,2755,train/disgust/10_image0036077.jpg
pytorch,42,21,20,2,10,3803,train/fear/10_image0018353.jpg
pytorch,42,21,20,2,11,3450,train/disgust/5_image0030664.jpg
pytorch,42,21,20,2,12,1251,train/anger/5_image0030164.jpg
pytorch,42,21,20,2,13,6037,train/happy/5_ffhq_1961.png
pytorch,42,21,20,2,14,10183,train/surprise/5_image0033099.jpg
pytorch,42,21,20,2,15,564,train/anger/15_image0018152.jpg
pytorch,42,21,20,2,16,1507,train/contempt/10_image0037067.jpg
pytorch,42,21,20,2,17,6010,train/happy/5_ffhq_1641.png
pytorch,42,21,20,2,18,2801,train/disgust/10_image0037942.jpg
pytorch,42,21,20,2,19,7324,train/neutral/5_ffhq_1874.png
pytorch,42,21,20,2,20,6439,train/neutral/10_ffhq_1803.png
pytorch,42,21,20,2,21,1855,train/contempt/15_image0034994.jpg
pytorch,42,21,20,2,22,7164,train/neutral/15_ffhq_5576.png
pytorch,42,21,20,2,23,4204,train/fear/15_image0015410.jpg
pytorch,42,21,20,2,24,7937,train/sad/10_image0024853.jpg
pytorch,42,21,20,2,25,5893,train/happy/15_ffhq_4997.png
pytorch,42,21,20,2,26,5203,train/happy/10_ffhq_2308.png
pytorch,42,21,20,2,27,9138,train/surprise/10_image0021414.jpg
pytorch,42,21,20,2,28,7930,train/sad/10_image0024336.jpg
pytorch,42,21,20,2,29,8672,train/sad/5_image0016404.jpg
pytorch,42,21,20,2,30,205,train/anger/10_image0020003.jpg
pytorch,42,21,20,2,31,5639,train/happy/15_ffhq_2293.png
pytorch,42,21,20,3,0,7300,train/neutral/5_ffhq_1623.png
pytorch,42,21,20,3,1,5089,train/happy/10_ffhq_1253.png
pytorch,42,21,20,3,2,2206,train/contempt/5_image0026228.jpg
pytorch,42,21,20,3,3,2285,train/contempt/5_image0034310.jpg
pytorch,42,21,20,3,4,4617,train/fear/5_image0006519.jpg
pytorch,42,21,20,3,5,4210,train/fear/15_image0017932.jpg
pytorch,42,21,20,3,6,30,train/anger/10_image0004345.jpg
pytorch,42,21,20,3,7,6919,train/neutral/15_ffhq_2305.png
pytorch,42,21,20,3,8,1652,train/contempt/10_image0041621.jpg
pytorch,42,21,20,3,9,4772,train/fear/5_image0032593.jpg
pytorch,42,21,20,3,10,3349,train/disgust/15_image0042222.jpg
pytorch,42,21,20,3,11,5703,train/happy/15_ffhq_3042.png
pytorch,42,21,20,3,12,2255,train/contempt/5_image0032374.jpg
pytorch,42,21,20,3,13,8660,train/sad/5_image0015618.jpg
pytorch,42,21,20,3,14,71,train/anger/10_image0010245.jpg
pytorch,42,21,20,3,15,3124,train/disgust/15_image0035610.jpg
pytorch,42,21,20,3,16,1346,train/contempt/10_image0021209.jpg
pytorch,42,21,20,3,17,2521,train/contempt/5_image0041956.jpg
pytorch,42,21,20,3,18,5921,train/happy/15_ffhq_749.png
pytorch,42,21,20,3,19,2025,train/contempt/15_image0040399.jpg
pytorch,42,21,20,3,20,5748,train/happy/15_ffhq_3547.png
pytorch,42,21,20,3,21,1482,train/contempt/10_image0036243.jpg
pytorch,42,21,20,3,22,4249,train/fear/15_image0024717.jpg
pytorch,42,21,20,3,23,2714,train/disgust/10_image0034998.jpg
pytorch,42,21,20,3,24,9318,train/surprise/10_image0033684.jpg
pytorch,42,21,20,3,25,10,train/anger/10_image0001600.jpg
pytorch,42,21,20,3,26,8876,train/sad/5_image0027848.jpg
pytorch,42,21,20,3,27,5820,train/happy/15_ffhq_4239.png
pytorch,42,21,20,3,28,4639,train/fear/5_image0014548.jpg
pytorch,42,21,20,3,29,9987,train/surprise/5_image0020724.jpg
pytorch,42,21,20,3,30,1510,train/contempt/10_image0037153.jpg
pytorch,42,21,20,3,31,3560,train/disgust/5_image0036566.jpg
