framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
keras,2026,24,23,1,0,8225,train/sad/15_image0017687.jpg
keras,2026,24,23,1,1,8439,train/sad/15_image0028110.jpg
keras,2026,24,23,1,2,6267,train/happy/5_ffhq_4350.png
keras,2026,24,23,1,3,7883,train/sad/10_image0021737.jpg
keras,2026,24,23,1,4,3596,train/disgust/5_image0037634.jpg
keras,2026,24,23,1,5,3666,train/disgust/5_image0039974.jpg
keras,2026,24,23,1,6,2676,train/disgust/10_image0032831.jpg
keras,2026,24,23,1,7,7355,train/neutral/5_ffhq_2170.png
keras,2026,24,23,1,8,1943,train/contempt/15_image0038045.jpg
keras,2026,24,23,1,9,873,train/anger/5_image0003112.jpg
keras,2026,24,23,1,10,3043,train/disgust/15_image0027113.jpg
keras,2026,24,23,1,11,2317,train/contempt/5_image0035526.jpg
keras,2026,24,23,1,12,9436,train/surprise/15_image0001847.jpg
keras,2026,24,23,1,13,1813,train/contempt/15_image0032256.jpg
keras,2026,24,23,1,14,9514,train/surprise/15_image0018157.jpg
keras,2026,24,23,1,15,3144,train/disgust/15_image0036311.jpg
keras,2026,24,23,1,16,6014,train/happy/5_ffhq_1692.png
keras,2026,24,23,1,17,772,train/anger/15_image0027397.jpg
keras,2026,24,23,1,18,2491,train/contempt/5_image0041391.jpg
keras,2026,24,23,1,19,8641,train/sad/5_image0013832.jpg
keras,2026,24,23,1,20,9510,train/surprise/15_image0017575.jpg
keras,2026,24,23,1,21,8427,train/sad/15_image0027736.jpg
keras,2026,24,23,1,22,9323,train/surprise/10_image0033730.jpg
keras,2026,24,23,1,23,6971,train/neutral/15_ffhq_282.png
keras,2026,24,23,1,24,6561,train/neutral/10_ffhq_2855.png
keras,2026,24,23,1,25,7905,train/sad/10_image0023159.jpg
keras,2026,24,23,1,26,1089,train/anger/5_image0023132.jpg
keras,2026,24,23,1,27,2177,train/contempt/5_image0017711.jpg
keras,2026,24,23,1,28,7648,train/neutral/5_ffhq_721.png
keras,2026,24,23,1,29,7533,train/neutral/5_ffhq_4456.png
keras,2026,24,23,1,30,5326,train/happy/10_ffhq_3743.png
keras,2026,24,23,1,31,8356,train/sad/15_image0024944.jpg
keras,2026,24,23,2,0,7492,train/neutral/5_ffhq_4104.png
keras,2026,24,23,2,1,4666,train/fear/5_image0020887.jpg
keras,2026,24,23,2,2,1017,train/anger/5_image0019570.jpg
keras,2026,24,23,2,3,3304,train/disgust/15_image0041115.jpg
keras,2026,24,23,2,4,8795,train/sad/5_image0024107.jpg
keras,2026,24,23,2,5,9135,train/surprise/10_image0021328.jpg
keras,2026,24,23,2,6,7718,train/sad/10_image0005639.jpg
keras,2026,24,23,2,7,7897,train/sad/10_image0022546.jpg
keras,2026,24,23,2,8,2355,train/contempt/5_image0036851.jpg
keras,2026,24,23,2,9,5560,train/happy/15_ffhq_1581.png
keras,2026,24,23,2,10,9371,train/surprise/15_ffhq_246.png
keras,2026,24,23,2,11,4630,train/fear/5_image0011731.jpg
keras,2026,24,23,2,12,105,train/anger/10_image0013462.jpg
keras,2026,24,23,2,13,9504,train/surprise/15_image0016131.jpg
keras,2026,24,23,2,14,2947,train/disgust/10_image0041898.jpg
keras,2026,24,23,2,15,4827,train/fear/5_image0035288.jpg
keras,2026,24,23,2,16,6697,train/neutral/10_ffhq_5176.png
keras,2026,24,23,2,17,4541,train/fear/15_image0039582.jpg
keras,2026,24,23,2,18,7820,train/sad/10_image0017958.jpg
keras,2026,24,23,2,19,2510,train/contempt/5_image0041809.jpg
keras,2026,24,23,2,20,8013,train/sad/10_image0028410.jpg
keras,2026,24,23,2,21,362,train/anger/10_image0027475.jpg
keras,2026,24,23,2,22,377,train/anger/10_image0027882.jpg
keras,2026,24,23,2,23,3181,train/disgust/15_image0037339.jpg
keras,2026,24,23,2,24,8575,train/sad/5_image0005941.jpg
keras,2026,24,23,2,25,3260,train/disgust/15_image0039960.jpg
keras,2026,24,23,2,26,8621,train/sad/5_image0012006.jpg
keras,2026,24,23,2,27,6093,train/happy/5_ffhq_2627.png
keras,2026,24,23,2,28,10088,train/surprise/5_image0028949.jpg
keras,2026,24,23,2,29,861,train/anger/5_image0001956.jpg
keras,2026,24,23,2,30,8840,train/sad/5_image0026601.jpg
keras,2026,24,23,2,31,60,train/anger/10_image0008820.jpg
keras,2026,24,23,3,0,8771,train/sad/5_image0022638.jpg
keras,2026,24,23,3,1,10117,train/surprise/5_image0030913.jpg
keras,2026,24,23,3,2,3271,train/disgust/15_image0040337.jpg
keras,2026,24,23,3,3,6885,train/neutral/15_ffhq_1944.png
keras,2026,24,23,3,4,9379,train/surprise/15_ffhq_293.png
keras,2026,24,23,3,5,924,train/anger/5_image0011187.jpg
keras,2026,24,23,3,6,939,train/anger/5_image0013247.jpg
keras,2026,24,23,3,7,1459,train/contempt/10_image0035252.jpg
keras,2026,24,23,3,8,5658,train/happy/15_ffhq_2498.png
keras,2026,24,23,3,9,44,train/anger/10_image0006895.jpg
keras,2026,24,23,3,10,4762,train/fear/5_image0032273.jpg
keras,2026,24,23,3,11,3560,train/disgust/5_image0036566.jpg
keras,2026,24,23,3,12,8578,train/sad/5_image0006165.jpg
keras,2026,24,23,3,13,3212,train/disgust/15_image0038482.jpg
keras,2026,24,23,3,14,5006,train/fear/5_image0039834.jpg
keras,2026,24,23,3,15,5750,train/happy/15_ffhq_3554.png
keras,2026,24,23,3,16,6698,train/neutral/10_ffhq_5180.png
keras,2026,24,23,3,17,1627,train/contempt/10_image0041163.jpg
keras,2026,24,23,3,18,2956,train/disgust/10_image0042010.jpg
keras,2026,24,23,3,19,9776,train/surprise/15_image0033792.jpg
keras,2026,24,23,3,20,1737,train/contempt/15_image0018023.jpg
keras,2026,24,23,3,21,1568,train/contempt/10_image0039210.jpg
keras,2026,24,23,3,22,6166,train/happy/5_ffhq_3237.png
keras,2026,24,23,3,23,5062,train/fear/5_image0040953.jpg
keras,2026,24,23,3,24,4105,train/fear/10_image0039038.jpg
