framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
pytorch,2026,14,13,1,0,6031,train/happy/5_ffhq_1902.png
pytorch,2026,14,13,1,1,6161,train/happy/5_ffhq_3211.png
pytorch,2026,14,13,1,2,4106,train/fear/10_image0039041.jpg
pytorch,2026,14,13,1,3,3415,train/disgust/5_image0020884.jpg
pytorch,2026,14,13,1,4,2103,train/contempt/15_image0042040.jpg
pytorch,2026,14,13,1,5,3113,train/disgust/15_image0035223.jpg
pytorch,2026,14,13,1,6,211,train/anger/10_image0020188.jpg
pytorch,2026,14,13,1,7,4012,train/fear/10_image0036446.jpg
pytorch,2026,14,13,1,8,3479,train/disgust/5_image0032979.jpg
pytorch,2026,14,13,1,9,4718,train/fear/5_image0029980.jpg
pytorch,2026,14,13,1,10,9217,train/surprise/10_image0028492.jpg
pytorch,2026,14,13,1,11,5233,train/happy/10_ffhq_2710.png
pytorch,2026,14,13,1,12,4621,train/fear/5_image0008107.jpg
pytorch,2026,14,13,1,13,3443,train/disgust/5_image0029707.jpg
pytorch,2026,14,13,1,14,8640,train/sad/5_image0013707.jpg
pytorch,2026,14,13,1,15,7013,train/neutral/15_ffhq_3839.png
pytorch,2026,14,13,1,16,5246,train/happy/10_ffhq_2793.png
pytorch,2026,14,13,1,17,8373,train/sad/15_image0025736.jpg
pytorch,2026,14,13,1,18,9110,train/surprise/10_image0019265.jpg
pytorch,2026,14,13,1,19,1181,train/anger/5_image0027097.jpg
pytorch,2026,14,13,1,20,9706,train/surprise/15_image0031894.jpg
pytorch,2026,14,13,1,21,6661,train/neutral/10_ffhq_476.png
pytorch,2026,14,13,1,22,3049,train/disgust/15_image0028558.jpg
pytorch,2026,14,13,1,23,4599,train/fear/15_image0040861.jpg
pytorch,2026,14,13,1,24,8583,train/sad/5_image0006475.jpg
pytorch,2026,14,13,1,25,5856,train/happy/15_ffhq_4623.png
pytorch,2026,14,13,1,26,3217,train/disgust/15_image0038593.jpg
pytorch,2026,14,13,1,27,9334,train/surprise/10_image0034204.jpg
pytorch,2026,14,13,1,28,6244,train/happy/5_ffhq_4061.png
pytorch,2026,14,13,1,29,6772,train/neutral/10_ffhq_828.png
pytorch,2026,14,13,1,30,6592,train/neutral/10_ffhq_3816.png
pytorch,2026,14,13,1,31,5956,train/happy/5_ffhq_1065.png
pytorch,2026,14,13,2,0,6043,train/happy/5_ffhq_2070.png
pytorch,2026,14,13,2,1,5901,train/happy/15_ffhq_590.png
pytorch,2026,14,13,2,2,8861,train/sad/5_image0027226.jpg
pytorch,2026,14,13,2,3,5367,train/happy/10_ffhq_4213.png
pytorch,2026,14,13,2,4,2554,train/contempt/5_image0042533.jpg
pytorch,2026,14,13,2,5,2845,train/disgust/10_image0038955.jpg
pytorch,2026,14,13,2,6,3611,train/disgust/5_image0038239.jpg
pytorch,2026,14,13,2,7,1271,train/anger/5_image0030693.jpg
pytorch,2026,14,13,2,8,9365,train/surprise/15_ffhq_182.png
pytorch,2026,14,13,2,9,2215,train/contempt/5_image0027280.jpg
pytorch,2026,14,13,2,10,7875,train/sad/10_image0021252.jpg
pytorch,2026,14,13,2,11,1559,train/contempt/10_image0038891.jpg
pytorch,2026,14,13,2,12,2492,train/contempt/5_image0041397.jpg
pytorch,2026,14,13,2,13,3059,train/disgust/15_image0031077.jpg
pytorch,2026,14,13,2,14,5487,train/happy/10_ffhq_894.png
pytorch,2026,14,13,2,15,7379,train/neutral/5_ffhq_241.png
pytorch,2026,14,13,2,16,7989,train/sad/10_image0027320.jpg
pytorch,2026,14,13,2,17,2985,train/disgust/10_image0042551.jpg
pytorch,2026,14,13,2,18,7111,train/neutral/15_ffhq_4855.png
pytorch,2026,14,13,2,19,9317,train/surprise/10_image0033657.jpg
pytorch,2026,14,13,2,20,10011,train/surprise/5_image0022939.jpg
pytorch,2026,14,13,2,21,7392,train/neutral/5_ffhq_2619.png
pytorch,2026,14,13,2,22,7899,train/sad/10_image0022636.jpg
pytorch,2026,14,13,2,23,5346,train/happy/10_ffhq_3915.png
pytorch,2026,14,13,2,24,2327,train/contempt/5_image0036019.jpg
pytorch,2026,14,13,2,25,2567,train/disgust/10_image0007850.jpg
pytorch,2026,14,13,2,26,2049,train/contempt/15_image0041144.jpg
pytorch,2026,14,13,2,27,1308,train/contempt/10_image0010401.jpg
pytorch,2026,14,13,2,28,2821,train/disgust/10_image0038339.jpg
pytorch,2026,14,13,2,29,10177,train/surprise/5_image0032875.jpg
pytorch,2026,14,13,2,30,9332,train/surprise/10_image0034098.jpg
pytorch,2026,14,13,2,31,6761,train/neutral/10_ffhq_7.png
pytorch,2026,14,13,3,0,6656,train/neutral/10_ffhq_4639.png
pytorch,2026,14,13,3,1,9297,train/surprise/10_image0033072.jpg
pytorch,2026,14,13,3,2,5377,train/happy/10_ffhq_4276.png
pytorch,2026,14,13,3,3,1046,train/anger/5_image0021167.jpg
pytorch,2026,14,13,3,4,4632,train/fear/5_image0012039.jpg
pytorch,2026,14,13,3,5,6083,train/happy/5_ffhq_2542.png
pytorch,2026,14,13,3,6,6926,train/neutral/15_ffhq_2355.png
pytorch,2026,14,13,3,7,535,train/anger/15_image0015369.jpg
pytorch,2026,14,13,3,8,3374,train/disgust/5_ffhq_46.png
pytorch,2026,14,13,3,9,1881,train/contempt/15_image0035728.jpg
pytorch,2026,14,13,3,10,5075,train/happy/10_ffhq_1137.png
pytorch,2026,14,13,3,11,8784,train/sad/5_image0023456.jpg
pytorch,2026,14,13,3,12,6098,train/happy/5_ffhq_2660.png
pytorch,2026,14,13,3,13,6273,train/happy/5_ffhq_4387.png
pytorch,2026,14,13,3,14,2080,train/contempt/15_image0041680.jpg
pytorch,2026,14,13,3,15,9864,train/surprise/5_ffhq_53.png
pytorch,2026,14,13,3,16,9631,train/surprise/15_image0028789.jpg
pytorch,2026,14,13,3,17,2354,train/contempt/5_image0036841.jpg
pytorch,2026,14,13,3,18,400,train/anger/10_image0029107.jpg
pytorch,2026,14,13,3,19,1050,train/anger/5_image0021458.jpg
pytorch,2026,14,13,3,20,2630,train/disgust/10_image0028106.jpg
pytorch,2026,14,13,3,21,5907,train/happy/15_ffhq_668.png
pytorch,2026,14,13,3,22,4711,train/fear/5_image0029045.jpg
pytorch,2026,14,13,3,23,2605,train/disgust/10_image0021650.jpg
pytorch,2026,14,13,3,24,7278,train/neutral/5_ffhq_1395.png
pytorch,2026,14,13,3,25,6266,train/happy/5_ffhq_434.png
pytorch,2026,14,13,3,26,2556,train/contempt/5_image0042551.jpg
pytorch,2026,14,13,3,27,5649,train/happy/15_ffhq_241.png
pytorch,2026,14,13,3,28,3695,train/disgust/5_image0041174.jpg
pytorch,2026,14,13,3,29,3962,train/fear/10_image0035319.jpg
pytorch,2026,14,13,3,30,8918,train/sad/5_image0029406.jpg
pytorch,2026,14,13,3,31,8966,train/surprise/10_ffhq_24.png
