framework,seed,epoch,schedule_index,batch_index,position_in_batch,sample_index,relative_path
keras,123,21,20,1,0,7057,train/neutral/15_ffhq_4222.png
keras,123,21,20,1,1,9802,train/surprise/15_image0034511.jpg
keras,123,21,20,1,2,3088,train/disgust/15_image0033262.jpg
keras,123,21,20,1,3,4775,train/fear/5_image0032869.jpg
keras,123,21,20,1,4,2673,train/disgust/10_image0032671.jpg
keras,123,21,20,1,5,9934,train/surprise/5_image0013604.jpg
keras,123,21,20,1,6,2324,train/contempt/5_image0035911.jpg
keras,123,21,20,1,7,3063,train/disgust/15_image0031619.jpg
keras,123,21,20,1,8,3753,train/disgust/5_image0042076.jpg
keras,123,21,20,1,9,2087,train/contempt/15_image0041801.jpg
keras,123,21,20,1,10,5218,train/happy/10_ffhq_2524.png
keras,123,21,20,1,11,9631,train/surprise/15_image0028789.jpg
keras,123,21,20,1,12,2307,train/contempt/5_image0035236.jpg
keras,123,21,20,1,13,4288,train/fear/15_image0030792.jpg
keras,123,21,20,1,14,697,train/anger/15_image0024308.jpg
keras,123,21,20,1,15,4742,train/fear/5_image0031342.jpg
keras,123,21,20,1,16,2915,train/disgust/10_image0041238.jpg
keras,123,21,20,1,17,5169,train/happy/10_ffhq_1970.png
keras,123,21,20,1,18,5761,train/happy/15_ffhq_3669.png
keras,123,21,20,1,19,4825,train/fear/5_image0035152.jpg
keras,123,21,20,1,20,4445,train/fear/15_image0036938.jpg
keras,123,21,20,1,21,179,train/anger/10_image0018835.jpg
keras,123,21,20,1,22,212,train/anger/10_image0020233.jpg
keras,123,21,20,1,23,2909,train/disgust/10_image0041098.jpg
keras,123,21,20,1,24,2372,train/contempt/5_image0037500.jpg
keras,123,21,20,1,25,8737,train/sad/5_image0020431.jpg
keras,123,21,20,1,26,7557,train/neutral/5_ffhq_4753.png
keras,123,21,20,1,27,4631,train/fear/5_image0011993.jpg
keras,123,21,20,1,28,874,train/anger/5_image0003305.jpg
keras,123,21,20,1,29,4323,train/fear/15_image0032833.jpg
keras,123,21,20,1,30,5720,train/happy/15_ffhq_3289.png
keras,123,21,20,1,31,8230,train/sad/15_image0017977.jpg
keras,123,21,20,2,0,9608,train/surprise/15_image0027056.jpg
keras,123,21,20,2,1,9575,train/surprise/15_image0023888.jpg
keras,123,21,20,2,2,2505,train/contempt/5_image0041712.jpg
keras,123,21,20,2,3,4226,train/fear/15_image0020861.jpg
keras,123,21,20,2,4,7235,train/neutral/5_ffhq_1015.png
keras,123,21,20,2,5,89,train/anger/10_image0012111.jpg
keras,123,21,20,2,6,9518,train/surprise/15_image0018423.jpg
keras,123,21,20,2,7,5495,train/happy/10_ffhq_97.png
keras,123,21,20,2,8,4709,train/fear/5_image0028732.jpg
keras,123,21,20,2,9,6822,train/neutral/15_ffhq_1277.png
keras,123,21,20,2,10,9046,train/surprise/10_image0009358.jpg
keras,123,21,20,2,11,8821,train/sad/5_image0025359.jpg
keras,123,21,20,2,12,2652,train/disgust/10_image0030990.jpg
keras,123,21,20,2,13,9873,train/surprise/5_ffhq_589.png
keras,123,21,20,2,14,9204,train/surprise/10_image0027579.jpg
keras,123,21,20,2,15,1387,train/contempt/10_image0030003.jpg
keras,123,21,20,2,16,3444,train/disgust/5_image0030514.jpg
keras,123,21,20,2,17,6458,train/neutral/10_ffhq_1996.png
keras,123,21,20,2,18,4303,train/fear/15_image0031746.jpg
keras,123,21,20,2,19,3959,train/fear/10_image0035274.jpg
keras,123,21,20,2,20,4094,train/fear/10_image0038739.jpg
keras,123,21,20,2,21,6206,train/happy/5_ffhq_3642.png
keras,123,21,20,2,22,5893,train/happy/15_ffhq_4997.png
keras,123,21,20,2,23,8159,train/sad/15_image0012409.jpg
keras,123,21,20,2,24,8123,train/sad/15_image0007428.jpg
keras,123,21,20,2,25,5905,train/happy/15_ffhq_631.png
keras,123,21,20,2,26,5379,train/happy/10_ffhq_4333.png
keras,123,21,20,2,27,9436,train/surprise/15_image0001847.jpg
keras,123,21,20,2,28,2401,train/contempt/5_image0038497.jpg
keras,123,21,20,2,29,5906,train/happy/15_ffhq_642.png
keras,123,21,20,2,30,7550,train/neutral/5_ffhq_4702.png
keras,123,21,20,2,31,10013,train/surprise/5_image0023145.jpg
keras,123,21,20,3,0,9956,train/surprise/5_image0017867.jpg
keras,123,21,20,3,1,7168,train/neutral/15_ffhq_5634.png
keras,123,21,20,3,2,9933,train/surprise/5_image0013365.jpg
keras,123,21,20,3,3,3282,train/disgust/15_image0040706.jpg
keras,123,21,20,3,4,1658,train/contempt/10_image0041784.jpg
keras,123,21,20,3,5,4867,train/fear/5_image0036283.jpg
keras,123,21,20,3,6,4939,train/fear/5_image0038122.jpg
keras,123,21,20,3,7,6731,train/neutral/10_ffhq_5472.png
