sample_id,relative_path,label
0,train/anger/10_image0000343.jpg,0
1,train/anger/10_image0000400.jpg,0
2,train/anger/10_image0000416.jpg,0
3,train/anger/10_image0000593.jpg,0
4,train/anger/10_image0000602.jpg,0
5,train/anger/10_image0000724.jpg,0
6,train/anger/10_image0000996.jpg,0
7,train/anger/10_image0001161.jpg,0
8,train/anger/10_image0001322.jpg,0
9,train/anger/10_image0001527.jpg,0
10,train/anger/10_image0001600.jpg,0
11,train/anger/10_image0001623.jpg,0
12,train/anger/10_image0001794.jpg,0
13,train/anger/10_image0001933.jpg,0
14,train/anger/10_image0001956.jpg,0
15,train/anger/10_image0001974.jpg,0
16,train/anger/10_image0002009.jpg,0
17,train/anger/10_image0002049.jpg,0
18,train/anger/10_image0002230.jpg,0
19,train/anger/10_image0002412.jpg,0
20,train/anger/10_image0002429.jpg,0
21,train/anger/10_image0002705.jpg,0
22,train/anger/10_image0002961.jpg,0
23,train/anger/10_image0002976.jpg,0
24,train/anger/10_image0003046.jpg,0
25,train/anger/10_image0003112.jpg,0
26,train/anger/10_image0003212.jpg,0
27,train/anger/10_image0003295.jpg,0
28,train/anger/10_image0004099.jpg,0
29,train/anger/10_image0004181.jpg,0
30,train/anger/10_image0004345.jpg,0
31,train/anger/10_image0004381.jpg,0
32,train/anger/10_image0004683.jpg,0
33,train/anger/10_image0004819.jpg,0
34,train/anger/10_image0004835.jpg,0
35,train/anger/10_image0005102.jpg,0
36,train/anger/10_image0005303.jpg,0
37,train/anger/10_image0005334.jpg,0
38,train/anger/10_image0005366.jpg,0
39,train/anger/10_image0005763.jpg,0
40,train/anger/10_image0005857.jpg,0
41,train/anger/10_image0005983.jpg,0
42,train/anger/10_image0006566.jpg,0
43,train/anger/10_image0006756.jpg,0
44,train/anger/10_image0006895.jpg,0
45,train/anger/10_image0006976.jpg,0
46,train/anger/10_image0006986.jpg,0
47,train/anger/10_image0007124.jpg,0
48,train/anger/10_image0007271.jpg,0
49,train/anger/10_image0007290.jpg,0
50,train/anger/10_image0007612.jpg,0
51,train/anger/10_image0007626.jpg,0
52,train/anger/10_image0007755.jpg,0
53,train/anger/10_image0008086.jpg,0
54,train/anger/10_image0008226.jpg,0
55,train/anger/10_image0008228.jpg,0
56,train/anger/10_image0008255.jpg,0
57,train/anger/10_image0008442.jpg,0
58,train/anger/10_image0008544.jpg,0
59,train/anger/10_image0008645.jpg,0
60,train/anger/10_image0008820.jpg,0
61,train/anger/10_image0008856.jpg,0
62,train/anger/10_image0009140.jpg,0
63,train/anger/10_image0009171.jpg,0
64,train/anger/10_image0009259.jpg,0
65,train/anger/10_image0009337.jpg,0
66,train/anger/10_image0009343.jpg,0
67,train/anger/10_image0009492.jpg,0
68,train/anger/10_image0009826.jpg,0
69,train/anger/10_image0009873.jpg,0
70,train/anger/10_image0010162.jpg,0
71,train/anger/10_image0010245.jpg,0
72,train/anger/10_image0010503.jpg,0
73,train/anger/10_image0010522.jpg,0
74,train/anger/10_image0010547.jpg,0
75,train/anger/10_image0010660.jpg,0
76,train/anger/10_image0010755.jpg,0
77,train/anger/10_image0010797.jpg,0
78,train/anger/10_image0010849.jpg,0
79,train/anger/10_image0010992.jpg,0
80,train/anger/10_image0011040.jpg,0
81,train/anger/10_image0011053.jpg,0
82,train/anger/10_image0011280.jpg,0
83,train/anger/10_image0011726.jpg,0
84,train/anger/10_image0011770.jpg,0
85,train/anger/10_image0011953.jpg,0
86,train/anger/10_image0011988.jpg,0
87,train/anger/10_image0012043.jpg,0
88,train/anger/10_image0012110.jpg,0
89,train/anger/10_image0012111.jpg,0
90,train/anger/10_image0012202.jpg,0
91,train/anger/10_image0012265.jpg,0
92,train/anger/10_image0012384.jpg,0
93,train/anger/10_image0012456.jpg,0
94,train/anger/10_image0012582.jpg,0
95,train/anger/10_image0012673.jpg,0
96,train/anger/10_image0012853.jpg,0
97,train/anger/10_image0013049.jpg,0
98,train/anger/10_image0013090.jpg,0
99,train/anger/10_image0013102.jpg,0
100,train/anger/10_image0013205.jpg,0
101,train/anger/10_image0013245.jpg,0
102,train/anger/10_image0013259.jpg,0
103,train/anger/10_image0013326.jpg,0
104,train/anger/10_image0013411.jpg,0
105,train/anger/10_image0013462.jpg,0
106,train/anger/10_image0013502.jpg,0
107,train/anger/10_image0013767.jpg,0
108,train/anger/10_image0013864.jpg,0
109,train/anger/10_image0013877.jpg,0
110,train/anger/10_image0014093.jpg,0
111,train/anger/10_image0014397.jpg,0
112,train/anger/10_image0014428.jpg,0
113,train/anger/10_image0014455.jpg,0
114,train/anger/10_image0014503.jpg,0
115,train/anger/10_image0014580.jpg,0
116,train/anger/10_image0014604.jpg,0
117,train/anger/10_image0014612.jpg,0
118,train/anger/10_image0014847.jpg,0
119,train/anger/10_image0015040.jpg,0
120,train/anger/10_image0015067.jpg,0
121,train/anger/10_image0015145.jpg,0
122,train/anger/10_image0015393.jpg,0
123,train/anger/10_image0015427.jpg,0
124,train/anger/10_image0015630.jpg,0
125,train/anger/10_image0015709.jpg,0
126,train/anger/10_image0015727.jpg,0
127,train/anger/10_image0015819.jpg,0
128,train/anger/10_image0015858.jpg,0
129,train/anger/10_image0015888.jpg,0
130,train/anger/10_image0015914.jpg,0
131,train/anger/10_image0015921.jpg,0
132,train/anger/10_image0016000.jpg,0
133,train/anger/10_image0016049.jpg,0
134,train/anger/10_image0016098.jpg,0
135,train/anger/10_image0016211.jpg,0
136,train/anger/10_image0016337.jpg,0
137,train/anger/10_image0016473.jpg,0
138,train/anger/10_image0016558.jpg,0
139,train/anger/10_image0016725.jpg,0
140,train/anger/10_image0016779.jpg,0
141,train/anger/10_image0016786.jpg,0
142,train/anger/10_image0016882.jpg,0
143,train/anger/10_image0016900.jpg,0
144,train/anger/10_image0016940.jpg,0
145,train/anger/10_image0016981.jpg,0
146,train/anger/10_image0017069.jpg,0
147,train/anger/10_image0017093.jpg,0
148,train/anger/10_image0017141.jpg,0
149,train/anger/10_image0017225.jpg,0
150,train/anger/10_image0017334.jpg,0
151,train/anger/10_image0017335.jpg,0
152,train/anger/10_image0017478.jpg,0
153,train/anger/10_image0017553.jpg,0
154,train/anger/10_image0017583.jpg,0
155,train/anger/10_image0017662.jpg,0
156,train/anger/10_image0017685.jpg,0
157,train/anger/10_image0017731.jpg,0
158,train/anger/10_image0017803.jpg,0
159,train/anger/10_image0017868.jpg,0
160,train/anger/10_image0017917.jpg,0
161,train/anger/10_image0017988.jpg,0
162,train/anger/10_image0018010.jpg,0
163,train/anger/10_image0018019.jpg,0
164,train/anger/10_image0018033.jpg,0
165,train/anger/10_image0018063.jpg,0
166,train/anger/10_image0018145.jpg,0
167,train/anger/10_image0018271.jpg,0
168,train/anger/10_image0018397.jpg,0
169,train/anger/10_image0018430.jpg,0
170,train/anger/10_image0018472.jpg,0
171,train/anger/10_image0018547.jpg,0
172,train/anger/10_image0018590.jpg,0
173,train/anger/10_image0018618.jpg,0
174,train/anger/10_image0018636.jpg,0
175,train/anger/10_image0018682.jpg,0
176,train/anger/10_image0018710.jpg,0
177,train/anger/10_image0018744.jpg,0
178,train/anger/10_image0018776.jpg,0
179,train/anger/10_image0018835.jpg,0
180,train/anger/10_image0018843.jpg,0
181,train/anger/10_image0018892.jpg,0
182,train/anger/10_image0018912.jpg,0
183,train/anger/10_image0018927.jpg,0
184,train/anger/10_image0018928.jpg,0
185,train/anger/10_image0019032.jpg,0
186,train/anger/10_image0019039.jpg,0
187,train/anger/10_image0019043.jpg,0
188,train/anger/10_image0019128.jpg,0
189,train/anger/10_image0019134.jpg,0
190,train/anger/10_image0019225.jpg,0
191,train/anger/10_image0019247.jpg,0
192,train/anger/10_image0019314.jpg,0
193,train/anger/10_image0019435.jpg,0
194,train/anger/10_image0019505.jpg,0
195,train/anger/10_image0019531.jpg,0
196,train/anger/10_image0019536.jpg,0
197,train/anger/10_image0019603.jpg,0
198,train/anger/10_image0019637.jpg,0
199,train/anger/10_image0019639.jpg,0
200,train/anger/10_image0019659.jpg,0
201,train/anger/10_image0019679.jpg,0
202,train/anger/10_image0019716.jpg,0
203,train/anger/10_image0019966.jpg,0
204,train/anger/10_image0019980.jpg,0
205,train/anger/10_image0020003.jpg,0
206,train/anger/10_image0020026.jpg,0
207,train/anger/10_image0020046.jpg,0
208,train/anger/10_image0020066.jpg,0
209,train/anger/10_image0020125.jpg,0
210,train/anger/10_image0020149.jpg,0
211,train/anger/10_image0020188.jpg,0
212,train/anger/10_image0020233.jpg,0
213,train/anger/10_image0020296.jpg,0
214,train/anger/10_image0020375.jpg,0
215,train/anger/10_image0020422.jpg,0
216,train/anger/10_image0020435.jpg,0
217,train/anger/10_image0020586.jpg,0
